ABV;IBU;Rating;BrandAwareness;Style_ale;Style_lager;Style_hybrid
10.5;50,0;89.7;30496;1;0;0
;;83.2;9744;1;0;0
7.5;;85.8;1444;1;0;0
6.7;67,0;67.7;4160;1;0;0
6.5;40,0;79.8;48998;1;0;0
6.8;;80.6;8046;1;0;0
12.0;15,0;68.5;17562;1;0;0
;;70.6;899;1;0;0
11.0;65,0;84.5;9259;1;0;0
8.5;30,0;75.6;8176;1;0;0
4.6;13,0;68.6;860;1;0;0
5.6;26,0;68.5;18608;1;0;0
5.8;30,0;72.1;53499;1;0;0
13.0;;79.0;1622;1;0;0
10.0;;76.7;1465;1;0;0
5.0;25,0;73.4;9324;0;1;0
6.0;;78.2;24328;0;0;1
7.8;65,0;74.7;890;1;0;0
7.2;;74.8;1542;1;0;0
11.0;;76.2;2847;0;1;0
5.5;;66.9;118;1;0;0
5.3;;56.0;22055;0;1;0
5.7;55,0;79.0;11844;1;0;0
5.2;;72.8;3030;1;0;0
6.1;18,0;70.0;7030;1;0;0
4.2;;70.1;954;1;0;0
10.0;;88.7;3385;1;0;0
4.2;;77.3;4861;1;0;0
6.2;55,0;66.5;44286;1;0;0
11.0;130,0;80.3;4499;1;0;0
7.0;35,0;75.1;6818;1;0;0
6.5;;76.7;2429;1;0;0
13.3;63,0;86.7;3958;1;0;0
11.0;111,0;76.7;2681;1;0;0
4.8;23,0;66.1;7556;1;0;0
8.3;100,0;81.0;21579;1;0;0
4.8;15,0;58.9;70;0;1;0
5.9;45,0;65.3;73222;1;0;0
7.1;55,0;68.9;9064;1;0;0
11.7;;84.5;7329;1;0;0
10.7;65,0;69.7;4976;1;0;0
;;77.7;2025;1;0;0
10.31;39,0;75.3;21721;1;0;0
5.5;35,0;74.3;3235;1;0;0
5.8;;67.8;698;1;0;0
5.0;;63.4;6406;1;0;0
5.7;;58.9;8131;1;0;0
5.0;;60.9;38184;1;0;0
4.8;45,0;77.1;15099;1;0;0
6.0;60,0;64.2;8065;1;0;0
6.5;50,0;74.1;31013;1;0;0
9.0;;55.6;89;0;1;0
4.9;;70.3;5704;0;1;0
9.75;74,0;75.7;3030;1;0;0
7.5;80,0;78.3;22656;1;0;0
;32,0;75.9;2131;0;1;0
8.5;100,0;71.6;8063;1;0;0
7.0;110,0;82.9;45323;1;0;0
6.8;59,0;67.1;20045;1;0;0
6.2;80,0;85.8;24490;1;0;0
6.2;60,0;70.6;1818;1;0;0
4.5;;68.5;3600;0;0;0
6.0;16,0;72.1;6494;1;0;0
5.0;;64.7;20737;1;0;0
8.5;;73.7;7080;1;0;0
11.0;60,0;84.1;9921;1;0;0
6.2;;70.2;3061;1;0;0
6.8;70,0;83.4;34707;1;0;0
;;72.1;582;1;0;0
5.2;26,0;67.5;7955;1;0;0
7.5;;72.0;4239;1;0;0
8.2;20,0;75.6;68148;1;0;0
5.0;;69.6;114733;0;1;0
8.0;28,0;77.3;6742;1;0;0
5.0;;71.7;7587;1;0;0
5.2;;75.3;13551;1;0;0
8.5;;74.2;7075;1;0;0
22.0;;83.6;465;0;1;0
6.5;20,0;75.5;2113;1;0;0
7.0;82,0;65.3;16502;1;0;0
12.0;;91.9;10885;1;0;0
5.2;;83.0;8867;1;0;0
10.9;;81.6;4869;1;0;0
6.5;;61.8;6773;1;0;0
10.5;55,0;80.9;5787;1;0;0
12.0;;79.9;42258;1;0;0
5.0;;58.0;6842;0;1;0
8.6;100,0;81.3;6922;1;0;0
5.5;;71.9;5993;0;1;0
7.9;;93.7;2929;1;0;0
5.9;;83.0;5031;1;0;0
9.65;81,0;82.8;13350;1;0;0
6.0;;61.9;7620;1;0;0
8.1;;76.4;18485;1;0;0
8.8;;56.8;2205;0;1;0
4.9;;66.6;5564;0;1;0
6.9;100,0;74.9;1531;1;0;0
9.0;90,0;92.0;8998;1;0;0
5.75;27,0;64.1;13827;1;0;0
8.0;35,0;84.2;21440;1;0;0
6.2;65,0;64.8;26164;1;0;0
6.1;;63.9;1935;0;1;0
6.0;;79.8;9072;1;0;0
7.0;60,0;71.5;20302;1;0;0
4.2;35,0;72.1;29221;1;0;0
8.0;;40.6;1717;0;1;0
;;;100;1;0;0
5.4;;75.0;8293;1;0;0
6.5;;77.7;26174;1;0;0
6.0;27,0;68.3;1808;0;1;0
6.0;;68.6;5152;1;0;0
6.0;29,0;61.5;5907;1;0;0
8.0;70,0;69.9;10544;1;0;0
6.75;85,0;77.3;7404;1;0;0
7.2;;81.0;1430;1;0;0
6.5;20,0;76.0;21774;1;0;0
12.7;;83.6;2599;1;0;0
4.0;11,0;70.4;9921;1;0;0
6.8;65,0;80.5;4101;1;0;0
9.8;25,0;72.6;2584;1;0;0
5.8;;69.2;63469;0;0;1
7.5;100,0;82.6;6574;1;0;0
7.75;;72.6;1563;0;0;1
6.7;;74.7;13366;1;0;0
10.0;40,0;84.1;5724;1;0;0
;82,0;82.1;2495;0;1;0
6.0;60,0;76.8;21965;1;0;0
4.3;;65.6;2926;1;0;0
7.1;10,0;66.0;3043;1;0;0
8.0;65,0;78.6;1375;1;0;0
8.8;;92.8;5890;1;0;0
6.7;74,0;72.6;6230;1;0;0
7.0;;79.2;1674;1;0;0
6.0;;59.5;3030;1;0;0
6.7;;80.5;8616;1;0;0
5.0;;56.9;5862;0;1;0
5.2;5,0;84.5;2848;1;0;0
6.9;69,0;72.7;9488;1;0;0
3.5;;65.9;1592;1;0;0
5.5;;76.0;2484;1;0;0
6.7;;92.5;3037;1;0;0
6.6;60,0;72.9;24531;1;0;0
5.5;60,0;90.7;22447;1;0;0
4.39;16,0;66.7;18401;1;0;0
6.8;;77.1;4428;1;0;0
8.5;;81.8;5529;1;0;0
5.6;;73.5;23774;0;1;0
8.0;;70.8;12616;1;0;0
9.0;118,0;72.8;13024;1;0;0
5.5;36,0;66.5;1348;0;1;0
5.4;;72.9;13968;1;0;0
10.0;;82.6;4224;1;0;0
5.8;43,0;67.5;14491;1;0;0
7.0;;77.8;638;1;0;0
;;;7;1;0;0
5.0;23,0;59.3;14041;0;1;0
8.0;80,0;77.6;3251;1;0;0
9.2;55,0;88.3;6503;1;0;0
;;80.6;4725;1;0;0
10.0;65,0;88.7;76162;1;0;0
12.0;50,0;79.3;1193;1;0;0
6.0;;85.6;3668;1;0;0
8.25;;76.1;2344;1;0;0
9.0;92,0;71.5;6207;1;0;0
5.0;;84.2;1443;1;0;0
5.8;;76.6;1039;1;0;0
5.8;17,0;74.5;37448;1;0;0
5.0;;67.4;5463;0;1;0
7.1;50,0;74.2;36040;1;0;0
5.9;22,0;68.2;18243;1;0;0
5.0;20,0;61.5;97285;0;1;0
8.7;;78.9;7334;0;0;0
4.0;;51.9;19539;0;1;0
5.0;21,0;70.3;6785;1;0;0
6.5;;70.3;6502;1;0;0
10.5;;79.9;3220;1;0;0
4.5;;64.5;6163;0;0;1
7.0;22,0;82.2;7644;1;0;0
8.3;58,0;69.1;25525;1;0;0
4.5;33,0;83.6;23152;1;0;0
5.3;;80.0;210;0;1;0
9.0;35,0;72.3;47978;1;0;0
7.5;72,0;70.8;2241;1;0;0
7.0;;90.1;859;1;0;0
8.0;6,0;45.2;10527;0;1;0
10.0;70,0;82.4;92085;1;0;0
4.8;;57.6;1692;0;1;0
5.1;;66.9;85240;0;1;0
9.2;;81.0;10173;1;0;0
6.9;;74.9;6219;1;0;0
7.4;;71.8;18868;1;0;0
7.0;80,0;75.9;6294;1;0;0
4.7;;65.7;14635;1;0;0
5.6;;68.4;12650;1;0;0
11.5;;87.9;1496;1;0;0
5.3;11,0;75.9;8971;1;0;0
6.9;;73.2;11224;1;0;0
11.0;14,0;78.0;33780;1;0;0
4.5;17,0;74.0;674;1;0;0
5.3;;75.5;58956;1;0;0
5.5;45,0;72.1;37518;1;0;0
5.2;20,0;64.3;18109;1;0;0
7.6;70,0;84.6;49256;1;0;0
7.5;;74.5;3639;1;0;0
7.5;;88.2;2790;1;0;0
6.5;;76.0;1874;1;0;0
5.9;39,0;82.7;126723;1;0;0
4.9;20,0;77.1;31661;0;1;0
4.65;54,0;72.4;92477;1;0;0
5.5;22,0;66.8;16709;1;0;0
10.1;;80.0;5194;1;0;0
4.8;15,0;77.3;7149;1;0;0
;;73.4;11035;1;0;0
5.0;;66.2;349;1;0;0
6.0;18,0;66.7;3998;1;0;0
6.7;;79.1;4980;1;0;0
5.0;40,0;67.2;4952;0;1;0
4.8;20,0;65.3;10430;0;1;0
6.6;24,0;72.4;10493;1;0;0
6.0;44,0;75.5;15402;1;0;0
3.8;50,0;77.3;370;1;0;0
4.6;20,0;66.8;41817;0;1;0
8.7;24,0;77.5;16811;1;0;0
5.1;35,0;71.7;7899;0;1;0
10.0;;78.6;4769;1;0;0
5.1;;67.2;2404;1;0;0
4.3;25,0;69.0;27688;1;0;0
5.2;20,0;59.7;2337;1;0;0
7.0;;80.2;9525;1;0;0
6.4;;86.6;8059;1;0;0
7.2;;70.1;1413;1;0;0
10.0;22,0;68.1;13506;1;0;0
4.9;;57.5;27091;0;1;0
8.8;;89.3;2631;1;0;0
5.8;;72.6;8669;1;0;0
8.0;20,0;73.8;4750;1;0;0
10.0;60,0;77.8;147524;1;0;0
6.5;65,0;76.6;14211;1;0;0
5.6;41,0;74.6;1100;1;0;0
13.1;48,0;93.7;5713;1;0;0
9.0;;79.0;4958;1;0;0
5.3;;65.5;19730;1;0;0
4.4;7,0;72.5;70350;0;0;1
6.1;;62.1;43204;1;0;0
7.2;20,0;73.5;6187;0;0;1
6.6;70,0;74.8;1281;1;0;0
5.1;40,0;69.8;2299;0;1;0
;70,0;71.9;261816;1;0;0
6.0;50,0;84.4;46296;1;0;0
4.9;27,0;75.0;8846;0;1;0
5.3;40,0;67.4;23107;1;0;0
4.7;;67.9;5233;1;0;0
10.0;;80.2;931;1;0;0
4.5;;64.3;25973;1;0;0
8.5;;73.9;6693;1;0;0
27.0;;85.8;13787;1;0;0
;;83.8;246;1;0;0
7.6;38,0;87.2;1939;0;1;0
8.2;88,0;87.2;22078;1;0;0
8.3;45,0;77.2;25865;1;0;0
7.2;60,0;71.2;27092;1;0;0
4.7;;74.9;2976;1;0;0
5.1;24,0;66.7;3477;0;1;0
8.0;85,0;81.7;2764;1;0;0
4.5;;73.9;22642;1;0;0
4.9;21,0;65.5;91754;0;1;0
9.5;;75.2;3017;1;0;0
5.2;12,0;71.1;4016;1;0;0
5.0;10,0;76.2;50339;1;0;0
7.6;70,0;77.3;2513;1;0;0
7.0;26,0;74.9;25756;1;0;0
7.1;;68.2;20969;0;1;0
8.5;25,0;78.9;673;0;0;1
8.5;80,0;83.5;6055;1;0;0
5.5;35,0;71.5;77992;1;0;0
5.5;;76.9;1957;1;0;0
5.1;10,0;64.0;1978;1;0;0
14.0;65,0;93.1;14001;1;0;0
9.4;50,0;78.9;9707;1;0;0
8.6;75,0;79.3;4296;1;0;0
5.95;29,0;73.7;23770;1;0;0
4.8;;56.3;5911;1;0;0
5.6;;64.0;7136;1;0;0
6.8;28,0;75.3;32967;1;0;0
10.5;30,0;76.2;7474;1;0;0
6.0;;66.7;5516;1;0;0
4.9;27,0;65.7;8713;1;0;0
6.0;;66.6;4288;1;0;0
6.5;;72.5;7145;1;0;0
5.6;26,0;73.8;10547;1;0;0
9.5;70,0;73.8;3761;1;0;0
6.0;69,0;72.4;13889;1;0;0
5.5;;84.8;3298;1;0;0
6.75;55,0;71.2;12574;1;0;0
8.0;;76.0;6444;1;0;0
9.0;;67.7;1391;1;0;0
5.5;38,0;61.4;4051;0;1;0
7.0;60,0;75.7;9840;1;0;0
9.5;12,0;89.4;1311;1;0;0
7.0;;;1036;1;0;0
9.1;;75.1;1122;1;0;0
8.0;;83.2;3458;1;0;0
5.5;35,0;71.3;10783;0;1;0
4.6;10,0;78.7;2451;1;0;0
8.5;;66.2;2955;1;0;0
17.3;;93.1;5313;1;0;0
5.0;;69.7;18155;0;1;0
8.5;;73.9;3782;1;0;0
5.6;;58.4;6952;0;1;0
7.7;25,0;63.1;16711;1;0;0
6.3;70,0;66.5;4969;1;0;0
5.1;;74.8;5984;1;0;0
5.0;12,0;73.4;2125;1;0;0
7.0;;74.7;2164;1;0;0
4.4;;64.8;975;0;1;0
8.8;25,0;81.0;12184;1;0;0
5.7;;66.2;2371;0;1;0
5.9;43,0;68.0;6984;1;0;0
5.5;15,0;66.9;3919;1;0;0
;;71.2;74;1;0;0
5.1;29,0;68.8;7407;1;0;0
9.3;4,0;79.4;5326;1;0;0
5.2;;71.7;5396;0;1;0
6.7;48,0;73.7;12579;1;0;0
5.8;25,0;87.4;2160;1;0;0
9.4;105,0;74.5;8955;1;0;0
9.0;30,0;76.1;3524;1;0;0
7.3;;74.4;2505;1;0;0
8.5;;71.8;4251;1;0;0
7.5;28,0;65.7;5548;0;1;0
5.0;16,0;65.3;30761;1;0;0
5.0;13,0;73.4;4447;1;0;0
10.0;;71.2;10485;1;0;0
7.2;;71.5;9123;1;0;0
7.5;;77.1;4034;1;0;0
5.8;28,0;77.0;12196;1;0;0
6.0;50,0;61.6;12021;1;0;0
6.1;20,0;82.6;11190;1;0;0
5.4;;64.0;43;1;0;0
5.3;7,0;63.2;237086;1;0;0
6.0;;82.0;1155;0;1;0
13.0;;85.7;1319;1;0;0
5.8;35,0;65.9;21399;1;0;0
5.6;15,0;;82;1;0;0
5.0;;68.1;10231;1;0;0
13.3;;89.2;1567;1;0;0
4.7;;69.4;15336;0;1;0
6.0;60,0;78.0;17468;1;0;0
7.2;;79.1;1114;1;0;0
8.5;13,0;67.0;3990;1;0;0
4.0;13,0;67.3;3873;1;0;0
6.5;;71.7;2273;1;0;0
6.4;;78.1;3758;1;0;0
4.8;11,0;72.1;19574;1;0;0
5.8;;70.2;5089;1;0;0
10.2;;69.6;323;1;0;0
6.0;45,0;75.9;22671;1;0;0
10.2;200,0;75.1;4686;1;0;0
5.5;;70.7;4386;1;0;0
9.5;30,0;85.1;6055;1;0;0
6.5;;74.5;148;1;0;0
9.5;80,0;79.0;12164;1;0;0
6.9;;70.1;658;1;0;0
5.0;;63.0;5063;0;1;0
7.0;26,0;68.5;22034;1;0;0
7.0;;83.3;11594;1;0;0
5.1;;76.3;2724;1;0;0
5.1;;64.3;7688;1;0;0
6.5;11,0;81.0;8781;1;0;0
7.8;84,0;78.8;2223;1;0;0
7.3;;74.4;20222;1;0;0
;;71.7;284;1;0;0
5.3;33,0;69.5;10882;1;0;0
5.6;19,0;58.9;6498;1;0;0
7.0;65,0;75.4;12520;1;0;0
7.5;;70.0;819;1;0;0
8.0;;64.1;1430;0;1;0
7.0;75,0;73.4;12092;1;0;0
11.0;66,0;78.8;11179;1;0;0
5.0;;74.7;18234;1;0;0
5.0;39,0;86.4;918;1;0;0
5.2;;74.6;4733;1;0;0
9.0;;63.3;384;1;0;0
4.5;;70.4;12725;1;0;0
7.5;;73.8;48442;1;0;0
11.1;34,0;75.7;27650;1;0;0
2.5;;75.0;32144;1;0;0
5.5;35,0;68.5;9146;1;0;0
7.1;80,0;71.0;6053;1;0;0
6.0;60,0;71.7;33134;1;0;0
10.5;;66.2;9361;1;0;0
10.5;40,0;86.1;9622;1;0;0
5.25;25,0;71.6;12899;1;0;0
5.8;24,0;75.1;12774;1;0;0
7.5;60,0;79.1;19906;1;0;0
5.5;;65.6;9364;1;0;0
8.6;80,0;74.1;5383;1;0;0
7.0;;77.7;1027;1;0;0
6.2;;75.0;6428;1;0;0
6.4;;78.3;25215;1;0;0
5.3;18,0;75.1;13631;0;1;0
4.4;;61.4;16829;0;0;1
5.5;;69.1;24034;0;0;1
5.2;30,0;69.1;707;1;0;0
6.2;;79.2;4875;1;0;0
17.1;;;25180;1;0;0
5.2;8,0;65.5;13512;1;0;0
5.2;50,0;69.3;22674;1;0;0
3.4;;49.2;137;0;1;0
6.5;40,0;73.3;18544;0;1;0
10.0;;77.5;5131;1;0;0
8.0;;73.9;1631;1;0;0
5.2;;59.2;12949;0;1;0
7.7;97,0;80.3;19642;1;0;0
7.5;;86.9;2631;1;0;0
5.8;42,0;78.4;9781;1;0;0
8.5;18,0;73.0;10836;1;0;0
7.5;;68.3;1844;1;0;0
8.5;;75.3;5189;1;0;0
5.8;40,0;72.2;2410;1;0;0
5.7;16,0;69.4;6485;0;1;0
6.0;;66.1;229;1;0;0
5.0;;59.6;10275;1;0;0
7.1;50,0;76.3;2897;1;0;0
7.5;76,0;75.0;7155;1;0;0
9.6;19,0;74.6;316;0;1;0
6.0;12,0;65.8;7951;0;0;1
8.2;;50.8;1265;0;1;0
6.5;;79.9;16484;1;0;0
8.0;106,0;75.7;1461;1;0;0
4.9;;75.6;7519;1;0;0
8.6;130,0;82.6;18743;1;0;0
6.5;25,0;73.7;10691;1;0;0
5.6;;67.0;8465;1;0;0
4.8;;75.3;12355;1;0;0
5.5;;52.7;5482;0;1;0
7.2;65,0;76.3;29677;1;0;0
4.0;;40.9;228;0;1;0
7.3;;72.4;59909;1;0;0
4.9;;70.5;4728;1;0;0
6.4;;60.3;10895;0;1;0
5.0;;39.1;2638;0;1;0
5.0;;74.6;9862;0;1;0
12.0;;76.6;5141;1;0;0
4.5;;66.7;667;1;0;0
5.6;;66.5;4154;0;1;0
5.4;;70.6;6556;0;0;1
8.0;80,0;82.2;3194;0;0;0
5.5;20,0;77.4;28647;1;0;0
9.5;85,0;90.5;7081;1;0;0
11.5;;;643;0;0;1
5.5;32,0;66.9;30452;1;0;0
4.8;;67.1;28140;1;0;0
3.8;6,0;77.2;4179;1;0;0
5.6;;71.6;7163;1;0;0
8.1;;49.0;624;0;1;0
8.0;60,0;80.6;16679;1;0;0
5.0;;55.6;1362;1;0;0
5.0;24,0;67.7;7305;0;1;0
5.7;26,0;64.0;4002;0;1;0
5.0;;73.4;4679;1;0;0
5.0;;94.2;2427;1;0;0
4.2;;74.7;12122;1;0;0
9.6;38,0;70.8;2498;1;0;0
10.5;70,0;80.8;16710;1;0;0
9.0;;75.3;2159;1;0;0
6.5;;73.4;29789;1;0;0
7.5;;68.0;4983;0;1;0
6.4;36,0;82.5;2824;1;0;0
6.4;54,0;71.9;12389;1;0;0
4.0;;58.5;108100;0;1;0
12.8;;79.4;7643;1;0;0
5.3;28,0;70.0;2059;0;1;0
8.0;;73.6;2823;1;0;0
6.0;;82.2;913;1;0;0
10.5;;87.9;6168;1;0;0
6.5;60,0;72.6;28619;1;0;0
10.4;100,0;70.9;8230;1;0;0
5.2;45,0;69.9;6123;1;0;0
5.5;;83.7;6305;1;0;0
5.0;36,0;73.6;4223;1;0;0
4.3;12,0;72.3;4974;1;0;0
8.5;25,0;79.1;40804;1;0;0
7.0;68,0;86.7;7507;1;0;0
11.9;78,0;76.3;275;0;1;0
5.0;22,0;68.5;35996;1;0;0
9.58;;80.5;1263;1;0;0
6.6;;69.2;13481;1;0;0
4.1;;74.4;19823;1;0;0
6.5;;64.3;7330;0;1;0
9.0;18,0;74.6;31919;1;0;0
5.5;;71.5;1308;1;0;0
5.5;55,0;84.5;71945;1;0;0
8.5;45,0;63.3;1131;1;0;0
6.4;22,0;72.0;22826;1;0;0
5.5;;72.0;7716;1;0;0
5.0;15,0;75.5;9828;1;0;0
8.0;21,0;78.9;1595;0;0;1
5.5;25,0;70.8;4916;1;0;0
6.0;26,0;80.0;39050;0;1;0
9.1;80,0;77.1;52067;1;0;0
8.0;;75.8;2253;1;0;0
4.8;;70.0;12733;1;0;0
10.0;;80.2;1791;0;1;0
7.2;;76.9;11900;1;0;0
13.0;50,0;78.1;24629;1;0;0
7.2;;79.4;8058;1;0;0
6.25;25,0;66.2;6184;0;1;0
7.9;;78.7;5372;1;0;0
7.7;;81.9;140;0;1;0
;;;413;0;1;0
7.7;32,0;68.1;4992;0;1;0
8.75;66,0;73.7;2738;1;0;0
4.9;33,0;71.5;33487;0;1;0
8.5;;;15;1;0;0
4.8;22,0;57.0;31503;1;0;0
12.0;70,0;82.1;20934;1;0;0
5.7;;67.0;10360;1;0;0
9.4;90,0;85.6;43987;1;0;0
4.8;;1533.0;1903;1;0;0
4.5;38,0;75.0;10882;1;0;0
5.4;;59.0;5020;1;0;0
6.0;;56.7;5726;1;0;0
6.0;65,0;77.1;15460;1;0;0
7.5;47,0;72.7;809;1;0;0
9.1;56,0;84.2;6773;1;0;0
9.5;44,0;78.1;4324;1;0;0
5.2;35,0;69.6;1804;1;0;0
11.5;45,0;83.3;9353;1;0;0
10.5;20,0;71.8;4310;1;0;0
4.2;;53.6;14393;0;1;0
5.7;12,0;65.8;4473;1;0;0
4.6;3,0;75.8;2093;1;0;0
6.7;65,0;73.1;29434;1;0;0
5.2;28,0;66.0;11260;0;1;0
5.5;;65.6;9997;1;0;0
7.0;80,0;78.8;42441;1;0;0
10.0;;78.6;1232;1;0;0
9.75;100,0;86.4;27558;1;0;0
6.5;75,0;74.8;2536;1;0;0
6.0;43,0;71.0;13400;1;0;0
5.2;;69.5;5739;0;1;0
5.4;42,0;65.3;47866;1;0;0
5.6;28,0;82.1;9831;1;0;0
4.2;;65.6;10789;1;0;0
6.5;65,0;69.6;6027;1;0;0
6.6;23,0;77.6;3143;1;0;0
6.0;;71.4;3851;1;0;0
8.0;;38.6;2706;0;1;0
4.0;25,0;65.4;865;1;0;0
6.8;;76.0;6236;1;0;0
18.2;;78.9;270;0;1;0
8.0;100,0;81.1;25199;1;0;0
7.0;12,0;68.1;12733;1;0;0
6.8;72,0;91.8;29832;1;0;0
;65,0;75.7;7526;1;0;0
13.5;65,0;89.4;3853;1;0;0
6.5;70,0;69.4;10574;1;0;0
6.0;55,0;70.7;13615;1;0;0
5.5;;67.1;12032;1;0;0
5.7;;76.2;4767;1;0;0
5.0;20,0;67.8;7946;1;0;0
5.0;;66.8;5886;1;0;0
4.2;;55.8;1067;1;0;0
5.0;;72.0;2102;1;0;0
8.1;50,0;75.1;71571;1;0;0
5.4;14,0;76.1;7900;1;0;0
9.4;15,0;72.3;979;1;0;0
4.5;14,0;66.0;28770;0;0;1
4.5;3,0;79.0;14522;1;0;0
5.6;15,0;69.5;42061;1;0;0
;70,0;76.8;2297;0;1;0
10.0;30,0;78.6;15117;1;0;0
3.4;;67.9;26594;1;0;0
8.2;;82.5;2806;1;0;0
7.9;40,0;60.0;8345;1;0;0
10.1;;84.5;4137;1;0;0
7.5;;;41;1;0;0
6.0;30,0;66.5;16293;1;0;0
8.5;;66.4;11464;1;0;0
5.6;25,0;68.6;9633;1;0;0
5.0;;78.0;1541;0;1;0
6.5;20,0;73.8;13720;1;0;0
6.0;18,0;70.9;97689;1;0;0
6.5;60,0;71.2;10564;1;0;0
6.5;;80.1;8148;1;0;0
5.0;;;1549;1;0;0
6.5;;84.6;6355;1;0;0
4.9;;66.6;5681;0;1;0
8.5;;71.3;10930;1;0;0
4.4;37,0;73.5;7893;1;0;0
12.0;50,0;80.5;12032;1;0;0
8.5;;88.1;8190;1;0;0
11.0;;69.8;3013;1;0;0
5.6;;69.0;13690;1;0;0
6.66;;70.4;1024;1;0;0
7.8;35,0;77.0;17083;1;0;0
6.0;;64.1;111;1;0;0
8.0;;82.0;4197;1;0;0
7.5;;90.8;194;1;0;0
5.7;52,0;67.6;10000;1;0;0
9.2;50,0;69.7;9619;1;0;0
4.3;;84.1;4557;1;0;0
7.0;;72.4;5196;1;0;0
5.3;23,0;75.6;2708;1;0;0
7.0;26,0;71.3;1517;1;0;0
12.5;;88.6;2141;1;0;0
6.0;;68.9;6462;1;0;0
5.4;;69.1;3957;0;1;0
8.0;;89.3;13038;1;0;0
3.6;42,0;70.4;9854;1;0;0
10.8;;77.6;3326;1;0;0
5.0;;86.5;1359;1;0;0
9.0;33,0;72.4;1629;1;0;0
4.5;;80.5;2161;1;0;0
5.7;5,0;87.6;4425;1;0;0
10.6;80,0;89.2;13192;1;0;0
9.0;100,0;78.2;7897;1;0;0
5.1;30,0;69.5;10207;0;1;0
5.0;;71.7;3045;0;1;0
9.5;;80.8;2322;1;0;0
9.5;100,0;84.3;13102;1;0;0
5.0;;60.1;10750;0;1;0
5.5;;67.5;5028;0;1;0
3.8;21,0;67.2;6219;1;0;0
6.4;;70.5;2002;1;0;0
8.0;;88.1;7588;1;0;0
4.2;22,0;62.4;46028;0;1;0
8.0;;70.9;4518;0;1;0
7.3;;79.0;10801;1;0;0
10.3;;79.2;3097;1;0;0
6.0;65,0;69.0;19068;0;1;0
7.2;65,0;83.5;53876;1;0;0
13.0;;86.3;495;1;0;0
5.8;40,0;67.1;9662;1;0;0
5.9;47,0;70.6;80384;1;0;0
7.5;65,0;71.3;3214;1;0;0
5.9;20,0;70.6;16603;1;0;0
5.3;;77.0;3283;1;0;0
6.8;17,0;78.0;13625;1;0;0
5.9;;58.3;34261;1;0;0
4.48;;62.5;191;0;1;0
9.8;50,0;80.3;3327;1;0;0
11.5;;73.2;625;0;1;0
6.0;;59.5;6450;1;0;0
5.0;;;5101;0;1;0
6.7;81,0;76.6;74558;1;0;0
6.1;;64.3;11134;1;0;0
7.0;80,0;74.7;5662;1;0;0
4.85;;66.6;160;1;0;0
7.5;;75.3;10162;1;0;0
6.2;60,0;73.1;15134;1;0;0
4.0;;27.7;725;0;1;0
9.5;;67.4;19117;1;0;0
6.2;53,0;72.4;1097;1;0;0
5.0;;74.7;313;1;0;0
2.5;;69.1;6035;0;0;1
7.5;15,0;78.8;43912;0;0;1
6.5;80,0;74.3;11487;1;0;0
5.8;;69.9;15426;0;1;0
;20,0;76.7;4165;1;0;0
4.7;5,0;76.0;6102;1;0;0
6.2;40,0;80.3;5186;1;0;0
;;;216;1;0;0
5.0;;71.6;622;1;0;0
8.2;100,0;77.2;6548;1;0;0
6.8;92,0;71.3;5279;1;0;0
8.0;28,0;74.3;1956;1;0;0
8.0;100,0;77.5;626;1;0;0
10.5;;79.2;8112;1;0;0
5.0;11,0;64.8;49004;1;0;0
10.0;;84.1;912;1;0;0
8.0;;71.5;7685;1;0;0
6.0;36,0;73.0;2167;1;0;0
5.4;;68.6;2431;1;0;0
10.1;75,0;72.2;38591;1;0;0
5.7;;63.6;8131;1;0;0
8.0;;71.3;6031;1;0;0
15.0;;92.7;9925;1;0;0
;88,0;87.0;8320;1;0;0
5.5;;68.8;6486;0;1;0
5.4;;69.6;48528;0;1;0
5.5;;57.4;262;0;1;0
5.0;18,0;69.6;19564;1;0;0
9.0;100,0;82.3;7965;1;0;0
8.0;47,0;70.4;2153;1;0;0
5.5;;67.7;1146;0;1;0
8.5;;73.0;3466;1;0;0
10.5;100,0;75.0;2846;1;0;0
;64,0;73.3;51026;1;0;0
4.5;;71.3;3602;1;0;0
5.1;17,0;89.4;981;1;0;0
7.0;;74.8;16198;1;0;0
;;46.4;434;0;1;0
5.0;;56.8;3405;0;1;0
13.5;;90.8;4591;1;0;0
4.9;;66.7;1450;0;1;0
4.4;;70.7;1997;1;0;0
4.9;13,0;70.5;24496;0;1;0
5.0;29,0;65.3;3428;1;0;0
6.9;;43.2;8091;0;1;0
5.8;;78.6;9673;1;0;0
7.5;;76.6;249;1;0;0
6.0;;76.4;186;1;0;0
4.6;17,0;62.5;4278;1;0;0
6.9;70,0;73.5;16875;1;0;0
7.45;36,0;76.3;27946;1;0;0
5.5;;73.9;1167;1;0;0
4.8;25,0;61.6;11424;0;1;0
6.0;;76.6;5300;1;0;0
10.5;60,0;;21568;1;0;0
9.0;102,0;79.9;41108;1;0;0
5.0;25,0;75.0;3101;1;0;0
4.5;;63.7;9333;1;0;0
4.5;;67.4;1551;1;0;0
;;;118;1;0;0
9.5;;83.3;1323;0;1;0
5.0;;70.6;24513;1;0;0
5.0;;89.5;4281;1;0;0
6.0;65,0;71.9;4667;1;0;0
3.5;;68.9;4733;1;0;0
7.4;22,0;70.7;5258;1;0;0
6.1;94,0;73.6;32231;1;0;0
